0 0.410937 0.820312 0.009375 0.0119485
0 0.729167 0.00459559 0.0125 0.00919118
0 0.727344 0.981158 0.0161458 0.0119485
0 0.201562 0.764706 0.00729167 0.0147059
0 0.560677 0.967371 0.0109375 0.0193015
0 0.192448 0.765165 0.0109375 0.0119485
0 0.40651 0.470129 0.0078125 0.0137868
0 0.754948 0.255974 0.0140625 0.0229779
0 0.808333 0.0772059 0.009375 0.0220588
0 0.478906 0.896599 0.0109375 0.0193015
0 0.772135 0.0326287 0.0119792 0.0174632
0 0.648438 0.538143 0.0145833 0.0101103
0 0.433594 0.743566 0.00989583 0.0147059
0 0.417708 0.960018 0.0104167 0.0174632
0 0.595833 0.887868 0.0104167 0.0183824
0 0.621354 0.513787 0.0208333 0.0220588
0 0.583073 0.685202 0.00572917 0.0303309
0 0.379427 0.261029 0.0109375 0.00919118
0 0.932292 0.0335478 0.0125 0.0119485
0 0.392188 0.717831 0.009375 0.0165441
0 0.484115 0.793658 0.0109375 0.0193015
0 0.267448 0.90579 0.00989583 0.0211397
0 0.872135 0.815717 0.0046875 0.0266544
0 0.127604 0.195772 0.00520833 0.0404412
0 0.302865 0.957261 0.00885417 0.0137868
0 0.520312 0.567096 0.0145833 0.0220588
0 0.610677 0.685662 0.0151042 0.0238971
0 0.872656 0.752298 0.0046875 0.0303309
0 0.515104 0.888327 0.00729167 0.0229779
0 0.210156 0.53171 0.00885417 0.0193015
0 0.478646 0.815257 0.0135417 0.0128676
0 0.298958 0.400276 0.0145833 0.0229779
0 0.532812 0.492647 0.009375 0.0110294
0 0.265885 0.158548 0.0140625 0.0266544
0 0.328385 0.120864 0.0140625 0.0229779
0 0.394792 0.778493 0.00833333 0.0165441
0 0.239063 0.830882 0.0114583 0.0183824
0 0.874479 0.0340074 0.0114583 0.0128676
0 0.521354 0.620404 0.00625 0.0165441
0 0.825781 0.0372243 0.00989583 0.0119485
0 0.752083 0.681526 0.0177083 0.0266544
0 0.82474 0.271599 0.0078125 0.0174632
0 0.746094 0.980699 0.0161458 0.0110294
0 0.651563 0.384651 0.0145833 0.0229779
0 0.874219 0.509191 0.0046875 0.0275735
0 0.260417 0.799173 0.00729167 0.0229779
0 0.77526 0.397059 0.0192708 0.03125
0 0.484375 0.650276 0.0114583 0.0193015
0 0.472656 0.75 0.00989583 0.00919118
0 0.640885 0.889246 0.0140625 0.0101103
0 0.894531 0.0376838 0.0130208 0.0110294
0 0.871875 0.255974 0.00520833 0.0303309
0 0.872917 0.294577 0.00520833 0.0303309
0 0.407552 0.92693 0.0130208 0.015625
0 0.346875 0.0689338 0.0177083 0.0349265
0 0.578385 0.00919118 0.0140625 0.0110294
